ID,ORIGINE,T_COMMERCE,DATE_CREATION,CIVIQUE,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENTATION,ADRESSE,SUITE,ETAGE,NOM_CENTRE,NOM_ETAB,ID_USAGE1,USAGE1,ID_USAGE2,USAGE2,ID_USAGE3,USAGE3,SCIAN,ACCES_MOBILITE_REDUITE,VACANT_A_LOUER,ARRONDISSEMENT,QUARTIER,SDC_NOM,SECTEUR_PME,ENFANT,MULTIUSAGE,MULTIOCCUPANT,COORDY,COORDX,LAT,LONG
"{c5186c37-74d6-4c13-9932-69cb194d44c6},HORS_SDC,Commerce rue,2025-05-30,""120"",avenue,,Duluth,E,120 avenue Duluth E,,RC,N/A,MAISON DE L'AMITIÉ,I,Autres,""38"",""Organismes religieux, fondations, groupes de citoyens et organisations similaires"",""66"",Fondations et associations communautaires et syndicats,""813990"",Accès au niveau du sol,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042014.48"",""298697.19"",""45.51803166651622"",""-73.57811713126736"""
"{c0535606-0a3f-4d90-ae48-ea19ffff0c93},HORS_SDC,Commerce rue,2025-05-30,""130"",avenue,,Duluth,E,130 avenue Duluth E,,RC,N/A,SOARES ET FILS ÉPICERIE,A,Biens courants,""4"",Alimentation,""59"",Épicerie,""445110"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042030.14"",""298699.53"",""45.51817260193368"",""-73.57808737432167"""
"{6dfe0507-07c0-4ee6-a66f-67835a41df1c},HORS_SDC,Commerce rue,2025-05-30,""121"",avenue,,Duluth,E,121 avenue Duluth E,,RC,N/A,Mollie,D,""Restauration, divertissement et hôtellerie"",""49"",Restauration,""120"",Restaurants,""722511"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042035.13"",""298672.29"",""45.518217265060244"",""-73.57843610798044"""
"{c3b343f7-ca6f-4a6a-99fa-992cb6a99aee},HORS_SDC,Commerce rue,2025-05-30,""129"",avenue,,Duluth,E,129 avenue Duluth E,,RC,N/A,Tatouage vilains,H,Soins personnels,""59"",Tatouage,""137"",Tatouage,""812190"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042041.03"",""298677.12"",""45.51827039805174"",""-73.57837435776725"""
"{c098b8da-7017-492b-9927-23678d56352c},HORS_SDC,Commerce rue,2025-05-30,""4050"",rue,,De Bullion,,4050 rue De Bullion,,RC,N/A,Capitaine sandwish,D,""Restauration, divertissement et hôtellerie"",""49"",Restauration,""121"",""Restaurants rapides, Cantines"",""722512"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042045.93"",""298683.18"",""45.518314543402845"",""-73.57829685094835"""
"{84f3aa0e-6c95-453a-9198-dd662728c141},HORS_SDC,Commerce rue,2025-05-30,""4031"",rue,,De Bullion,,4031 rue De Bullion,,RC,N/A,Chouricor,A,Biens courants,""4"",Alimentation,""27"",Boucherie,""445240"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042050.71"",""298711.9"",""45.518357807139346"",""-73.57792929416507"""
"{deca9dd4-9876-4336-86e6-948b268977c3},HORS_SDC,Commerce rue,2025-05-30,""4051"",rue,,De Bullion,,4051 rue De Bullion,,RC,N/A,Magasin général Lambert Gratton,B,Biens semi-courants,""1"",Accessoires et décoration,""1"",Accessoires et décoration,""449129"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042067.72"",""298697.7"",""45.51851074576236"",""-73.5781112661704"""
"{a8f2a643-5989-4c0e-ac4a-14609eb1b9d0},HORS_SDC,Commerce rue,2025-05-30,""172"",avenue,,Duluth,E,172 avenue Duluth E,,RC,N/A,CAFÉ CHAT L'HEUREUX,D,""Restauration, divertissement et hôtellerie"",""49"",Restauration,""31"",""Café, Salon de thé"",""722512"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042072.04"",""298727.16"",""45.51854987608388"",""-73.5777342302228"""
"{1279a172-410e-4433-8244-c5c0521782be},HORS_SDC,Commerce rue,2025-05-30,""159"",avenue,,Duluth,E,159 avenue Duluth E,,RC,N/A,UTOPIA,B,Biens semi-courants,""12"",Biens mode,""25"",""Vêtements, chaussures et accessoires neufs"",""458210"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Non,Non,Non,""5042076.47"",""298700.97"",""45.518589510367285"",""-73.57806951889334"""
"{2fbd4d91-9f12-478b-a4f7-d4d5279b3f8b},HORS_SDC,Commerce rue,2025-05-30,""176"",avenue,,Duluth,E,176 avenue Duluth E,,RC,N/A,Café Chat l'heureux,D,""Restauration, divertissement et hôtellerie"",""49"",Restauration,""31"",""Café, Salon de thé"",""722512"",Non,Non,Le Plateau-Mont-Royal,Saint-Louis,N/A,Centre-Ville,Oui,Non,Non,""5042081.55"",""298734"",""45.518635510405204"",""-73.57764679552265"""
